Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Boya-değişen
1.850.000 TL;Mercedes - Benz;E;250 CDI BlueEFFICIENCY Avantgarde;2011.0;213.000 km;Otomatik;59 lt;Beyaz;2143 cc;204 hp;Sedan;Belirtilmemiş
500.000 TL;Mercedes - Benz;E;200;1994.0;436.000 km;Otomatik;70 lt;Siyah;1998 cc;136 hp;Sedan;Belirtilmemiş
275.000 TL;Mercedes - Benz;E;200;1977.0;200.000 km;Düz;LPG & Benzin;Yeşil;2001 - 2500 cm3;76 - 100 HP;Sedan;Tamamı boyalı
295.000 TL;Mercedes - Benz;200;;1979.0;213.000 km;Düz;LPG & Benzin;Yeşil;1801 - 2000 cm3;101 - 125 HP;Sedan;Tamamı boyalı
355.000 TL;Mercedes - Benz;200;;1986.0;350.000 km;Düz;LPG & Benzin;Bordo;1801 - 2000 cm3;101 - 125 HP;Sedan;Tamamı orjinal
820.000 TL;Mercedes - Benz;190;190 E 2.0;1989.0;383.000 km;Düz;Benzin;Beyaz;1801 - 2000 cm3;101 - 125 HP;Sedan;7 boyalı
1.250.000 TL;Mercedes - Benz;E;200 Kompressor Avantgarde;2004.0;381.500 km;Otomatik;70 lt;Gri;1998 cc;163 hp;Station wagon;Belirtilmemiş
2.495.000 TL;Mercedes - Benz;E;180 AMG;2017.0;159.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;151 - 175 HP;Sedan;3 boyalı
875.000 TL;Mercedes - Benz;C;C 180 Avantgarde;2007.0;266.550 km;Otomatik;LPG & Benzin;Gri;1601 - 1800 cm3;151 - 175 HP;Sedan;1 değişen, 5 boyalı
975.000 TL;Mercedes - Benz;C;C 180 Avantgarde;2006.0;147.000 km;Otomatik;LPG & Benzin;Gri;1601 - 1800 cm3;126 - 150 HP;Sedan;Tamamı orjinal
2.060.000 TL;Mercedes - Benz;C;C 180 Fascination;2016.0;135.000 km;Otomatik;41 lt;Beyaz;1595 cc;156 hp;Sedan;Tamamı orjinal
2.145.000 TL;Mercedes - Benz;C;C 180 Exclusive;2014.0;98.000 km;Otomatik;41 lt;Beyaz;1595 cc;156 hp;Sedan;Belirtilmemiş
2.425.000 TL;Mercedes - Benz;C;C 180 Exclusive;2016.0;77.789 km;Otomatik;41 lt;Kahverengi;1595 cc;156 hp;Sedan;Tamamı orjinal
1.245.000 TL;Mercedes - Benz;C;C 180 BlueEFFICIENCY AMG;2013.0;340.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;151 - 175 HP;Sedan;2 değişen
915.000 TL;Mercedes - Benz;C;C 180 Avantgarde;2012.0;190.000 km;Otomatik;Benzin;Beyaz;1601 - 1800 cm3;151 - 175 HP;Sedan;2 değişen
1.950.000 TL;Mercedes - Benz;C;C 180 AMG;2014.0;135.000 km;Otomatik;Benzin;Gri;1401 - 1600 cm3;151 - 175 HP;Sedan;1 değişen, 3 boyalı
2.390.000 TL;Mercedes - Benz;C;C 180 AMG;2016.0;89.000 km;Otomatik;41 lt;Beyaz;1595 cc;156 hp;Sedan;Tamamı orjinal
960.000 TL;Mercedes - Benz;C;C 180 AMG;2012.0;300.000 km;Otomatik;67 lt;Beyaz;1796 cc;156 hp;Sedan;2 değişen, 3 boyalı
2.275.000 TL;Mercedes - Benz;C;C 180 Exclusive;2015.0;152.000 km;Otomatik;41 lt;Siyah;1595 cc;156 hp;Sedan;Tamamı orjinal
1.715.000 TL;Mercedes - Benz;C;C 180 Avantgarde;2015.0;202.000 km;Otomatik;41 lt;Beyaz;1595 cc;156 hp;Sedan;1 değişen, 1 boyalı
5.250.000 TL;Mercedes - Benz;E;300 D AMG;2021.0;92.000 km;Otomatik;50 lt;Gri;1992 cc;265 hp;Sedan;Tamamı orjinal
1.415.000 TL;Mercedes - Benz;E;250 CGI;2013.0;175.000 km;Otomatik;66 lt;Beyaz;1991 cc;211 hp;Coupe;4 değişen, 1 boyalı
2.415.000 TL;Mercedes - Benz;E;250 CGI;2015.0;136.000 km;Otomatik;66 lt;Şampanya;1991 cc;211 hp;Coupe;Tamamı orjinal
2.175.000 TL;Mercedes - Benz;E;250 CDI Elite;2013.0;254.393 km;Otomatik;Dizel;Siyah;2001 - 2500 cm3;201 - 225 HP;Sedan;Tamamı orjinal
1.450.000 TL;Mercedes - Benz;E;250 CGI AMG;2011.0;212.000 km;Otomatik;Benzin;Beyaz;1601 - 1800 cm3;201 - 225 HP;Coupe;12 boyalı
2.800.000 TL;Mercedes - Benz;E;250 CDI Premium;2013.0;110.000 km;Otomatik;Dizel;Beyaz;2001 - 2500 cm3;201 - 225 HP;Sedan;1 değişen, 2 boyalı
1.655.000 TL;Mercedes - Benz;E;250 CDI BlueEFFICIENCY Avantgarde;2010.0;209.000 km;Otomatik;59 lt;Siyah;2143 cc;204 hp;Coupe;Tamamı orjinal
2.100.000 TL;Mercedes - Benz;E;250 CDI Elite Avantgarde;2012.0;286.000 km;Otomatik;59 lt;Beyaz;2143 cc;204 hp;Sedan;Tamamı orjinal
1.000.000 TL;Mercedes - Benz;E;200 Elegance;1996.0;268.000 km;Otomatik;65 lt;Gri;1998 cc;136 hp;Sedan;Tamamı orjinal
510.000 TL;Mercedes - Benz;E;200 Elegance;1995.0;425.000 km;Düz;65 lt;Lacivert;1998 cc;136 hp;Sedan;Tamamı orjinal
1.730.000 TL;Mercedes - Benz;C;C 200 D Comfort;2017.0;170.000 km;Otomatik;41 lt;Beyaz;1598 cc;136 hp;Sedan;5 boyalı
2.300.000 TL;Mercedes - Benz;C;C 200 D Comfort;2020.0;157.000 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;151 - 175 HP;Sedan;Tamamı orjinal
1.665.000 TL;Mercedes - Benz;C;C 200 D Comfort;2016.0;225.000 km;Otomatik;41 lt;Siyah;1598 cc;136 hp;Sedan;2 boyalı
2.290.000 TL;Mercedes - Benz;C;C 200 D AMG;2017.0;111.000 km;Otomatik;41 lt;Bordo;1598 cc;136 hp;Sedan;Tamamı orjinal
2.945.000 TL;Mercedes - Benz;C;C 200 D AMG;2020.0;54.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;151 - 175 HP;Sedan;2 boyalı
2.025.000 TL;Mercedes - Benz;C;C 200 D AMG;2018.0;131.000 km;Otomatik;Dizel;Füme;1401 - 1600 cm3;126 - 150 HP;Sedan;Belirtilmemiş
1.900.000 TL;Mercedes - Benz;C;C 200 D AMG;2015.0;165.000 km;Otomatik;41 lt;Beyaz;1598 cc;136 hp;Sedan;Tamamı orjinal
1.555.000 TL;Mercedes - Benz;C;C 200 D AMG;2015.0;240.000 km;Otomatik;41 lt;Gri;1598 cc;136 hp;Sedan;3 boyalı
1.435.000 TL;Mercedes - Benz;C;C 200 D AMG;2017.0;248.000 km;Otomatik;41 lt;Beyaz;1598 cc;136 hp;Sedan;1 değişen, 2 boyalı
1.600.000 TL;Mercedes - Benz;C;C 200 D AMG;2015.0;195.000 km;Otomatik;41 lt;Beyaz;1598 cc;136 hp;Sedan;2 değişen, 2 boyalı
1.950.000 TL;Mercedes - Benz;C;C 200 D AMG;2016.0;173.000 km;Otomatik;41 lt;Siyah;1598 cc;136 hp;Sedan;Tamamı orjinal
2.825.000 TL;Mercedes - Benz;C;C 200 AMG;2020.0;132.000 km;Otomatik;41 lt;Siyah;1497 cc;184 hp;Sedan;Belirtilmemiş
2.450.000 TL;Mercedes - Benz;C;C 200 AMG;2018.0;155.000 km;Otomatik;41 lt;Gri;1497 cc;184 hp;Sedan;2 boyalı
16.750.000 TL;Mercedes - Benz;S;S 450 450 D Inspration;2023.0;18.000 km;Otomatik;65 lt;Siyah;2989 cc;367 hp;Sedan;Tamamı orjinal
17.850.000 TL;Mercedes - Benz;S;S 450 450 D Inspration;2024.0;18.000 km;Otomatik;65 lt;Siyah;2989 cc;367 hp;Sedan;Tamamı orjinal
2.750.000 TL;Mercedes - Benz;A;A 200 AMG+;2022.0;45.400 km;Yarı Otomatik;43 lt;Siyah;1332 cc;163 hp;Sedan;Tamamı orjinal
1.525.000 TL;Mercedes - Benz;C;C 180 BlueEFFICIENCY Avantgarde;2013.0;125.000 km;Otomatik;Benzin;Beyaz;1401 - 1600 cm3;151 - 175 HP;Sedan;2 boyalı
5.150.000 TL;Mercedes - Benz;S;S 350 350 BlueTEC;2014.0;370.000 km;Otomatik;Dizel;Siyah;2501 - 3000 cm3;251 - 275 HP;Sedan;Belirtilmemiş
1.135.000 TL;Mercedes - Benz;B;B 180 BlueEFFICIENCY Elite;2013.0;159.000 km;Yarı Otomatik;56 lt;Siyah;1595 cc;122 hp;MPV;5 boyalı
719.000 TL;Mercedes - Benz;B;B 150 Special Edition;2008.0;285.000 km;Otomatik;54 lt;Siyah;1498 cc;95 hp;MPV;1 değişen, 7 boyalı
1.280.000 TL;Mercedes - Benz;B;B 180 CDI BlueEFFICIENCY Urban;2015.0;147.000 km;Yarı Otomatik;56 lt;Beyaz;1461 cc;109 hp;MPV;Tamamı orjinal
975.000 TL;Mercedes - Benz;B;B 180 CDI BlueEFFICIENCY Style;2014.0;215.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;MPV;1 değişen
650.000 TL;Mercedes - Benz;S;S 320 320;1994.0;310.000 km;Otomatik;LPG & Benzin;Siyah;3001 - 3500 cm3;226 - 250 HP;Sedan;1 değişen, 10 boyalı
1.232.000 TL;Mercedes - Benz;B;B 180 d Style;2017.0;131.350 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;MPV;1 değişen, 7 boyalı
1.175.000 TL;Mercedes - Benz;B;B 180 BlueEFFICIENCY Sport;2013.0;212.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;MPV;Tamamı orjinal
1.435.000 TL;Mercedes - Benz;A;A 180 BlueEFFICIENCY Urban;2014.0;137.000 km;Yarı Otomatik;50 lt;Mavi;1595 cc;122 hp;Hatchback/5;1 değişen, 1 boyalı
1.250.000 TL;Mercedes - Benz;S;S 320 320;2001.0;385.000 km;Otomatik;88 lt;Gri;3199 cc;224 hp;Sedan;1 boyalı
7.200.000 TL;Mercedes - Benz;CLS;300 D AMG;2023.0;52.000 km;Otomatik;66 lt;Siyah;1992 cc;265 hp;Coupe;Tamamı orjinal
1.070.000 TL;Opel;Astra;1.4 T Edition Plus;2017.0;94.500 km;Otomatik;56 lt;Beyaz;1364 cc;140 hp;Sedan;3 boyalı
235.000 TL;Opel;Vectra;1.6 GL;1998.0;310.000 km;Düz;LPG & Benzin;Beyaz;1401 - 1600 cm3;76 - 100 HP;Sedan;1 değişen, 8 boyalı
1.085.000 TL;Opel;Corsa;1.2 Turbo Edition;2020.0;37.000 km;Otomatik;44 lt;Kırmızı;1199 cc;100 hp;Hatchback/5;2 değişen, 2 boyalı
1.200.000 TL;Opel;Astra;1.5 D Edition;2023.0;43.000 km;Otomatik;Dizel;Gri (Gümüş);1401 - 1600 cm3;126 - 150 HP;Hatchback/5;1 değişen, 1 boyalı
1.220.000 TL;Opel;Corsa;1.2 Turbo Ultimate;2021.0;58.000 km;Otomatik;44 lt;Kırmızı;1199 cc;130 hp;Hatchback/5;Belirtilmemiş
620.000 TL;Opel;Astra;1.6 Enjoy Plus;2012.0;225.000 km;Düz;52 lt;Siyah;1598 cc;115 hp;Sedan;Tamamı orjinal
410.000 TL;Opel;Vectra;1.6 Comfort;2004.0;350.500 km;Düz;61 lt;Beyaz;1598 cc;100 hp;Sedan;3 boyalı
;;;;;;;;;;;;
835.000 TL;Opel;Astra;1.6 Edition Plus;2016.0;98.000 km;Düz;56 lt;Kahverengi;1598 cc;115 hp;Sedan;Tamamı orjinal
725.000 TL;Opel;Astra;1.6 Edition;2015.0;54.000 km;Düz;56 lt;Beyaz;1598 cc;115 hp;Hatchback/5;4 değişen, 1 boyalı
644.000 TL;Opel;Astra;1.6 Edition;2015.0;145.000 km;Düz;56 lt;Siyah;1598 cc;115 hp;Hatchback/5;2 değişen, 6 boyalı
745.000 TL;Opel;Astra;1.6 CDTI Business;2015.0;245.000 km;Düz;52 lt;Beyaz;1598 cc;110 hp;Hatchback/5;1 değişen, 4 boyalı
749.000 TL;Opel;Corsa;1.4 Twinport Enjoy;2011.0;150.000 km;Otomatik;LPG & Benzin;Beyaz;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
1.119.500 TL;Opel;Corsa;1.2 Turbo Edition;2020.0;69.500 km;Otomatik;44 lt;Gri;1199 cc;100 hp;Hatchback/5;Tamamı orjinal
295.000 TL;Opel;Astra;1.3 CDTI Essentia;2006.0;282.000 km;Düz;52 lt;Beyaz;1248 cc;90 hp;Hatchback/5;6 boyalı
1.139.000 TL;Opel;Astra;1.4 T Dynamic;2016.0;125.000 km;Otomatik;48 lt;Gri;1399 cc;150 hp;Station wagon;Tamamı orjinal
845.000 TL;Opel;Corsa;1.4 Enjoy;2015.0;55.000 km;Düz;Benzin;Gri;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;1 değişen, 2 boyalı
815.000 TL;Opel;Astra;1.6 CDTI Design;2017.0;223.000 km;Otomatik;56 lt;Siyah;1598 cc;136 hp;Sedan;Belirtilmemiş
1.100.000 TL;Opel;Insignia;1.6 CDTI Cosmo;2016.0;137.800 km;Otomatik;70 lt;Siyah;1598 cc;136 hp;Sedan;Tamamı orjinal
520.000 TL;Opel;Astra;1.6 Enjoy;2010.0;150.000 km;Düz;LPG & Benzin;Mavi;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;1 değişen, 6 boyalı
919.000 TL;Opel;Corsa;1.2 Edition;2020.0;60.000 km;Düz;40 lt;Gri;1199 cc;75 hp;Hatchback/5;Tamamı orjinal
894.000 TL;Opel;Astra;1.6 Edition Plus;2016.0;88.822 km;Düz;Benzin;Gri;1401 - 1600 cm3;101 - 125 HP;Sedan;2 boyalı
728.000 TL;Opel;Astra;1.3 CDTI Sport;2014.0;187.000 km;Düz;Dizel;Beyaz;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;3 boyalı
1.135.000 TL;Opel;Insignia;1.6 CDTI Grand Sport Enjoy;2017.0;184.000 km;Otomatik;62 lt;Füme;1598 cc;136 hp;Hatchback/5;2 değişen, 2 boyalı
305.000 TL;Opel;Astra;1.6 CD;1999.0;340.000 km;Düz;52 lt;Lacivert;1598 cc;100 hp;Hatchback/5;1 değişen, 9 boyalı
710.000 TL;Opel;Insignia;1.4 T Edition Elegance;2012.0;243.000 km;Düz;70 lt;Beyaz;1364 cc;140 hp;Sedan;4 boyalı
425.000 TL;Opel;Astra;1.3 CDTI Essentia;2005.0;280.000 km;Düz;52 lt;Mavi;1248 cc;90 hp;Hatchback/5;2 boyalı
898.000 TL;Opel;Astra;1.4 T Sport;2013.0;142.500 km;Otomatik;Benzin;Beyaz;1201 - 1400 cm3;126 - 150 HP;Hatchback/5;Tamamı orjinal
863.000 TL;Opel;Corsa;1.2 Edition;2020.0;59.851 km;Düz;40 lt;Gri (metalik);1199 cc;75 hp;Hatchback/5;Tamamı orjinal
725.000 TL;Opel;Insignia;2.0 CDTI Cosmo;2010.0;277.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;151 - 175 HP;Sedan;Tamamı orjinal
695.000 TL;Opel;Insignia;2.0 CDTI Edition Elegance;2014.0;359.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;1 değişen, 4 boyalı
425.000 TL;Opel;Vectra;1.6 Comfort;2004.0;290.000 km;Düz;61 lt;Lacivert;1598 cc;100 hp;Sedan;Tamamı orjinal
665.000 TL;Opel;Corsa;1.4 Twinport Active;2014.0;197.000 km;Düz;LPG & Benzin;Gri;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Belirtilmemiş
1.500.000 TL;Opel;Insignia;1.5 d Exclusive;2021.0;92.900 km;Otomatik;62 lt;Kahverengi;1496 cc;122 hp;Hatchback/5;6 boyalı
605.000 TL;Opel;Corsa;1.3 CDTI Enjoy;2014.0;160.000 km;Düz;Dizel;Beyaz;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;5 boyalı
180.000 TL;Opel;Corsa;1.4 Swing;1996.0;330.000 km;Düz;42 lt;Yeşil (metalik);1388 cc;90 hp;Hatchback/5;1 değişen
500.000 TL;Opel;Corsa;1.2 Enjoy;2016.0;231.000 km;Düz;Benzin;Beyaz;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;1 değişen, 6 boyalı
259.000 TL;Opel;Corsa;1.3 CDTI Cosmo;2005.0;350.000 km;Düz;44 lt;Beyaz;1248 cc;70 hp;Hatchback/5;1 değişen, 6 boyalı
1.200.000 TL;Opel;Insignia;1.6 T Cosmo;2014.0;102.500 km;Otomatik;Benzin;Beyaz;1401 - 1600 cm3;151 - 175 HP;Sedan;2 boyalı
577.000 TL;Opel;Astra;1.3 CDTI Edition;2012.0;228.000 km;Düz;56 lt;Siyah;1248 cc;95 hp;Hatchback/5;1 değişen, 3 boyalı
595.000 TL;Opel;Corsa;1.3 CDTI Enjoy;2014.0;189.000 km;Düz;45 lt;Füme;1248 cc;75 hp;Hatchback/5;5 boyalı
357.500 TL;Opel;Meriva;1.3 CDTI Essentia;2007.0;335.000 km;Düz;53 lt;Siyah;1248 cc;75 hp;MPV;Belirtilmemiş
1.200.000 TL;Opel;Insignia;1.6 CDTI Grand Sport Elite;2017.0;220.000 km;Otomatik;62 lt;Beyaz;1598 cc;136 hp;Hatchback/5;Tamamı orjinal
1.610.000 TL;Opel;Astra;1.2 T GS;2023.0;45.000 km;Otomatik;52 lt;Siyah;1199 cc;132 hp;Hatchback/5;Tamamı orjinal
450.000 TL;Opel;Astra;1.6 Elegance;2001.0;294.810 km;Otomatik;52 lt;Gri;1598 cc;100 hp;Sedan;1 boyalı
595.000 TL;Opel;Insignia;1.6 T Edition;2011.0;260.000 km;Düz;70 lt;Füme;1598 cc;180 hp;Sedan;2 değişen, 10 boyalı
667.000 TL;Opel;Astra;1.6 Sport;2010.0;227.000 km;Yarı Otomatik;52 lt;Siyah;1598 cc;115 hp;Hatchback/3;Tamamı orjinal
1.285.000 TL;Opel;Corsa;1.2 Turbo Ultimate;2023.0;50.000 km;Otomatik;44 lt;Siyah;1199 cc;130 hp;Hatchback/5;Tamamı orjinal
754.950 TL;Opel;Astra;1.6 CDTI Design;2017.0;246.000 km;Otomatik;56 lt;Beyaz;1598 cc;136 hp;Sedan;4 boyalı
835.000 TL;Opel;Astra;1.4 T Cosmo;2012.0;194.000 km;Düz;56 lt;Mavi;1364 cc;140 hp;Hatchback/5;Belirtilmemiş
937.500 TL;Opel;Corsa;1.4 Enjoy;2017.0;110.000 km;Otomatik;Benzin;Beyaz;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
650.000 TL;Opel;Insignia;2.0 CDTI Cosmo;2013.0;335.000 km;Otomatik;70 lt;Siyah;1956 cc;160 hp;Sedan;Belirtilmemiş
429.000 TL;Opel;Corsa;1.2 Twinport Enjoy;2005.0;125.000 km;Yarı Otomatik;44 lt;Gri;1229 cc;80 hp;Hatchback/3;Tamamı orjinal
725.000 TL;Opel;Astra;1.6 Edition Plus;2017.0;210.000 km;Düz;56 lt;Gri (Gümüş);1598 cc;115 hp;Sedan;1 değişen, 4 boyalı
1.199.900 TL;Opel;Insignia;1.6 CDTI Sport;2016.0;175.000 km;Otomatik;70 lt;Gri;1598 cc;136 hp;Sedan;Tamamı orjinal
700.000 TL;Opel;Astra;1.6 CDTI Elite;2017.0;190.000 km;Otomatik;56 lt;Beyaz;1598 cc;136 hp;Sedan;1 değişen, 7 boyalı
469.000 TL;Opel;Corsa;1.3 CDTI Enjoy;2013.0;254.000 km;Düz;45 lt;Beyaz;1248 cc;95 hp;Hatchback/3;Belirtilmemiş
1.420.000 TL;Opel;Corsa;1.2 T GS;2024.0;25.000 km;Otomatik;44 lt;Mavi;1199 cc;100 hp;Hatchback/5;Tamamı orjinal
870.000 TL;Opel;Astra;1.4 Enjoy;2017.0;140.100 km;Düz;48 lt;Beyaz;1399 cc;100 hp;Hatchback/5;Belirtilmemiş
975.000 TL;Opel;Corsa;1.4 Enjoy;2018.0;29.000 km;Otomatik;Benzin;Kırmızı;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;2 boyalı
535.000 TL;Opel;Astra;1.6 Enjoy;2008.0;249.000 km;Yarı Otomatik;52 lt;Gri;1598 cc;115 hp;Sedan;6 boyalı
645.000 TL;Opel;Astra;1.6 Essentia;2011.0;131.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;3 değişen, 1 boyalı
899.950 TL;Opel;Corsa;1.4 Color Edition;2015.0;37.000 km;Otomatik;45 lt;Kahverengi;1398 cc;90 hp;Hatchback/5;1 değişen, 4 boyalı
650.000 TL;Opel;Corsa;1.3 CDTI Enjoy;2015.0;194.000 km;Düz;45 lt;Mavi;1248 cc;75 hp;Hatchback/5;1 boyalı
850.000 TL;Opel;Corsa;1.4 Enjoy;2015.0;136.000 km;Otomatik;45 lt;Siyah;1398 cc;90 hp;Hatchback/5;6 boyalı
725.000 TL;Opel;Corsa;1.4 Twinport Enjoy;2011.0;167.000 km;Otomatik;LPG & Benzin;Kahverengi;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;1 değişen, 5 boyalı
195.000 TL;Opel;Vectra;2.0 GLS;1996.0;396.935 km;Düz;Benzin;Gri;1998 cc;115 hp;Sedan;Tamamı orjinal
1.259.900 TL;Opel;Corsa;1.2 Turbo Edition;2025.0;19.000 km;Otomatik;44 lt;Beyaz;1199 cc;100 hp;Hatchback/5;4 boyalı
708.000 TL;Opel;Astra;1.3 CDTI Essentia Konfor;2011.0;200.000 km;Yarı Otomatik;52 lt;Gri;1248 cc;90 hp;Hatchback/5;2 boyalı
245.000 TL;Opel;Vectra;2.0 CDX;1997.0;300.000 km;Düz;61 lt;Siyah;1998 cc;136 hp;Sedan;4 boyalı
985.000 TL;Opel;Corsa;1.4 Essentia;2018.0;53.000 km;Otomatik;Benzin;Kırmızı;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Belirtilmemiş
485.000 TL;Opel;Astra;1.3 CDTI Enjoy;2009.0;333.000 km;Yarı Otomatik;52 lt;Gri;1248 cc;90 hp;Hatchback/5;4 boyalı
335.000 TL;Opel;Astra;1.6 Elegance;2005.0;247.000 km;Düz;52 lt;Mavi;1598 cc;105 hp;Hatchback/5;2 değişen, 5 boyalı
209.999 TL;Opel;Corsa;1.2 Swing;2000.0;285.000 km;Düz;42 lt;Sarı;1199 cc;65 hp;Hatchback/5;Tamamı boyalı
499.500 TL;Opel;Corsa;1.3 CDTI Enjoy;2011.0;235.000 km;Düz;Dizel;Beyaz;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;4 boyalı
725.000 TL;Opel;Corsa;1.2 Twinport Essentia;2012.0;171.500 km;Otomatik;LPG & Benzin;Beyaz;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
1.110.000 TL;Opel;Corsa;1.2 Turbo Edition;2024.0;46.000 km;Otomatik;Benzin;Füme;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;2 değişen
1.299.000 TL;Opel;Corsa;1.2 Turbo Ultimate;2023.0;22.250 km;Otomatik;44 lt;Siyah;1199 cc;130 hp;Hatchback/5;Tamamı orjinal
225.000 TL;Opel;Vectra;2.0 CD;1996.0;370.750 km;Düz;Benzin;Yeşil;1801 - 2000 cm3;126 - 150 HP;Sedan;1 değişen, 12 boyalı
929.000 TL;Opel;Insignia;1.6 CDTI Design;2016.0;163.000 km;Otomatik;70 lt;Beyaz;1598 cc;136 hp;Sedan;4 boyalı
265.000 TL;Opel;Corsa;1.2 Swing;1999.0;255.000 km;Düz;42 lt;Mavi;1199 cc;65 hp;Hatchback/5;Tamamı orjinal
1.098.000 TL;Opel;Astra;1.6 CDTI Dynamic;2016.0;160.000 km;Otomatik;48 lt;Beyaz;1598 cc;136 hp;Station wagon;1 boyalı
960.000 TL;Opel;Astra;1.4 T Cosmo;2011.0;148.000 km;Otomatik;56 lt;Kırmızı;1364 cc;140 hp;Hatchback/5;Tamamı orjinal
845.000 TL;Opel;Astra;1.4 Enjoy;2017.0;164.000 km;Düz;Benzin;Bordo;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
895.000 TL;Opel;Insignia;1.6 T Cosmo;2013.0;196.000 km;Otomatik;70 lt;Beyaz;1598 cc;170 hp;Sedan;Belirtilmemiş
755.000 TL;Opel;Astra;1.6 Sport;2011.0;168.000 km;Otomatik;56 lt;Beyaz;1598 cc;115 hp;Station wagon;6 boyalı
925.000 TL;Opel;Astra;1.6 Edition Plus;2017.0;25.000 km;Düz;56 lt;Gri;1598 cc;115 hp;Sedan;4 boyalı
720.000 TL;Opel;Astra;1.6 Edition;2012.0;140.000 km;Düz;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Tamamı orjinal
725.000 TL;Opel;Corsa;1.4 Enjoy;2015.0;136.000 km;Düz;45 lt;Siyah;1398 cc;90 hp;Hatchback/5;1 değişen, 3 boyalı
275.000 TL;Opel;Corsa;1.4 GLS;1999.0;250.000 km;Düz;42 lt;Mavi;1389 cc;90 hp;Hatchback/5;4 boyalı
700.000 TL;Opel;Astra;1.4 T Sport;2011.0;192.000 km;Otomatik;56 lt;Siyah;1364 cc;140 hp;Hatchback/5;1 değişen, 4 boyalı
620.000 TL;Opel;Astra;1.3 CDTI Enjoy Plus;2011.0;227.000 km;Yarı Otomatik;52 lt;Siyah;1248 cc;90 hp;Hatchback/5;Belirtilmemiş
765.000 TL;Opel;Astra;1.6 CDTI Design;2016.0;239.000 km;Otomatik;56 lt;Beyaz;1598 cc;136 hp;Sedan;Belirtilmemiş
695.000 TL;Opel;Astra;1.6 Edition;2014.0;146.000 km;Düz;56 lt;Siyah;1598 cc;115 hp;Hatchback/5;5 boyalı
175.000 TL;Opel;Astra;1.4 GL;1992.0;264.500 km;Düz;52 lt;Kırmızı;1389 cc;82 hp;Hatchback/3;Belirtilmemiş
425.000 TL;Opel;Corsa;1.3 CDTI Essentia;2008.0;210.000 km;Düz;45 lt;Gri (Gümüş);1248 cc;75 hp;Hatchback/5;Tamamı orjinal
420.000 TL;Opel;Astra;1.6 CD;2001.0;277.000 km;Düz;52 lt;Lacivert;1598 cc;100 hp;Sedan;1 boyalı
599.999 TL;Opel;Astra;1.6 Sport;2010.0;304.356 km;Yarı Otomatik;52 lt;Beyaz;1598 cc;115 hp;Hatchback/3;1 değişen, 6 boyalı
235.000 TL;Opel;Corsa;1.4 100.Yıl;2000.0;363.000 km;Düz;42 lt;Gri;1389 cc;90 hp;Hatchback/5;2 değişen, 3 boyalı
120.000 TL;Opel;Vectra;2.0;1992.0;300.000 km;Düz;LPG & Benzin;Lacivert;1998 cc;150 hp;Sedan;Belirtilmemiş
539.000 TL;Opel;Corsa;1.3 CDTI Essentia;2012.0;204.500 km;Düz;Dizel;Gri;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;4 boyalı
240.000 TL;Opel;Vectra;2.0 CD;1997.0;303.000 km;Düz;61 lt;Mavi (metalik);1998 cc;136 hp;Sedan;2 değişen, 11 boyalı
415.000 TL;Opel;Astra;1.4 Essentia;2011.0;174.000 km;Düz;52 lt;Gri;1364 cc;90 hp;Hatchback/5;3 boyalı
427.500 TL;Opel;Corsa;1.3 CDTI Essentia;2011.0;265.000 km;Düz;45 lt;Beyaz;1248 cc;75 hp;Hatchback/5;2 değişen, 3 boyalı
